atms/address,Lat,Lon,atms/allDay,atms/services/wheelchair/serviceCapability,atms/services/wheelchair/serviceActivity,atms/services/blind/serviceCapability,atms/services/blind/serviceActivity,atms/services/nfcForBankCards/serviceCapability,atms/services/nfcForBankCards/serviceActivity,atms/services/qrRead/serviceCapability,atms/services/qrRead/serviceActivity,atms/services/supportsUsd/serviceCapability,atms/services/supportsUsd/serviceActivity,atms/services/supportsChargeRub/serviceCapability,atms/services/supportsChargeRub/serviceActivity,atms/services/supportsEur/serviceCapability,atms/services/supportsEur/serviceActivity,atms/services/supportsRub/serviceCapability,atms/services/supportsRub/serviceActivity,blind,invalid
"ул. Советская, д. 19А",55.803135,37.934624,True,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Лавочкина, д. 34",55.856336,37.493847,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Бахрушина, д. 32, корп. 1",55.731947,37.637075,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"мкр. Железнодорожный, ш. Саввинское, д. 4, корп. 1",55.743634,38.012463,True,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"мкр. Железнодорожный, ш. Саввинское, д. 4, корп. 1",55.743634,38.012463,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"мкр. Железнодорожный, ш. Саввинское, д. 4, корп. 1",55.743634,38.012463,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Тверская, д. 6, стр. 7",55.760269,37.611349,True,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Тверская, д. 6, стр. 7",55.760269,37.611349,True,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Можайское, д. 153А",55.686107,37.303126,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Пионерская, д. 19, корп. 3",55.914615,37.808078,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Керамическая, д. 24",55.874936,37.115668,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-д Стройкомбината, влад. 1, корп. 53",55.68736,37.452642,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Лавочкина, д. 34",55.856336,37.493847,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пл. Большая Сухаревская, д. 14/7",55.771808,37.636671,True,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Ленинского Комсомола, д. 17, корп. 2",55.545258,37.708141,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Профсоюзная, д. 56",55.670021,37.55248,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Профсоюзная, д. 104",55.64192,37.523456,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Дорожная, 63",56.046107,37.418784,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"Киевское шоссе 22-й (п Московский) км, д. 4А, стр. 1",55.633699,37.439802,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Маршала Катукова, д. 16",55.807395,37.40628,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
корп. 1805,55.979717,37.162692,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Авиамоторная, д. 10, корп. 1",55.754253,37.715246,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"МКАД 47-й км, д. 31, стр. 1",55.658764,37.429986,True,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Земляной Вал, д. 52/16, стр. 1",55.748949,37.655131,True,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Профсоюзная, д. 104",55.64192,37.523456,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Профсоюзная, д. 104",55.64192,37.523456,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Профсоюзная, д. 104",55.64192,37.523456,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Сукромка, стр. 7",55.903534,37.713432,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Сукромка, стр. 7",55.903534,37.713432,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"мкр. Центральный, ул. Корнеева, д. 17А",55.433322,37.775361,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,UNKNOWN,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,UNAVAILABLE,,
"мкр. Болшево, ул. Бурково, д. 37/1",55.931194,37.890463,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Митинская, д. 35",55.848008,37.355201,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,UNKNOWN,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Бакунинская, д. 71",55.779697,37.691737,True,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Вокзальная, д. 7а",56.134902,37.928749,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,UNKNOWN,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Багратиона, д. 19",55.402127,37.559514,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Садовая-Самотёчная, д. 10, стр. 1",55.773039,37.615416,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Вокзальная, д. 1",55.565498,38.22628,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Русаковская, д. 24",55.787442,37.681146,True,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Кирова, д. 2",55.691085,37.860522,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Быковское, д. 48",55.625293,38.011879,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
ул. Калужское шоссе 22-й км,55.606845,37.490907,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Рязанский, д. 58/1",55.715335,37.797578,True,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Кировоградская, д. 14",55.622604,37.60593,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Кировоградская, д. 14",55.622604,37.60593,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Кировоградская, д. 14",55.622604,37.60593,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Кировоградская, д. 14",55.622604,37.60593,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Академика Волгина, д. 12",55.644359,37.507466,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Василия Петушкова, д. 13, корп. 1",55.838213,37.40124,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-д Новотушинский, д. 10",55.838991,37.378863,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Бутырская, д. 17А",55.798591,37.582897,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Щёлковское, д. 27А",55.810157,37.778883,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
корп. 128,56.003457,37.208066,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
корп. 337,55.995765,37.215576,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Черкизовская Б., д. 5, корп. 8",55.799861,37.718992,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Борисовские Пруды, д. 18, корп. 3",55.636006,37.752356,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Нижняя Красносельская, д. 40/12, корп. 11",55.774613,37.67228,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Абрамцевская, д. 3",55.894879,37.573052,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
корп. 828,55.980659,37.182141,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Гарибальди, д. 6, корп. 1",55.676154,37.536131,False,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"мкр. Кучино, ул. Центральная, д. 40",55.751594,37.955788,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Менжинского, д. 21",55.868849,37.667438,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Мясницкая, д. 35",55.766086,37.638135,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Снежная, д. 26",55.854997,37.653388,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Мясницкая, д. 35",55.766086,37.638135,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Снежная, д. 26",55.854997,37.653388,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Большая Полянка, д. 30",55.734151,37.61892,False,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Гагарина, д. 9",55.859761,37.121325,True,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пл. Большая Сухаревская, д. 14/7",55.771808,37.636671,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пр-кт Ленинского Комсомола, д. 17к.2",55.545263,37.708141,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Ленинская Слобода, д. 26, стр. 3",55.711483,37.655859,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Профсоюзная, д. 12",55.685432,37.570123,True,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Неглинная, д. 14, корп. 1А",55.763868,37.620573,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Профсоюзная, д. 12",55.685432,37.570123,True,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"пл. Комсомольская, д. 5",55.776811,37.657323,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ул. Мосфильмовская, д. 70",55.714977,37.505606,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"наб. Пресненская, д. 12",55.749511,37.537083,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
"ш. Ленинградское, д. 13, корп. 1",55.818685,37.497198,True,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,UNSUPPORTED,UNAVAILABLE,SUPPORTED,AVAILABLE,,
